product name,fat,carbohydrates,proteins,calories,sugars,fiber
"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",1.84,7.76,3.67,62,2.450000048,2.0
"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",0.82,7.35,2.86,48,0.409999996,0.800000012
"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",0.61,7.35,3.27,48,1.629999995,1.200000048
"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",0.41,8.98,1.22,44,2.450000048,1.600000024
"CAMPBELL'S CHUNKY SOUPS,SIZZLIN' STEAK- GRLD STK CHILI BNS",1.22,11.02,6.53,81,3.670000076,2.900000095
"CAMPBELL'S CHUNKY SOUPS,SLOW RSTD BF W/ MUSHROOMS SOUP",0.61,7.35,3.27,48,2.039999962,1.200000048
"CAMPBELL'S CHUNKY SOUPS,SMOKED CHICK W/ RSTD CORN CHOWDER",4.08,7.76,4.08,84,1.220000029,2.0
"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",1.02,11.02,4.9,69,2.039999962,1.600000024
"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",0.82,7.35,4.08,53,0.819999993,0.800000012
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",0.82,4.08,1.63,30,0.0,0.400000006
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",2.04,10.2,1.22,64,6.53000021,1.200000048
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",0.41,5.71,0.82,30,0.409999996,0.400000006
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",0.0,9.8,1.22,44,7.349999905,1.200000048
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",0.2,6.12,2.04,34,0.819999993,1.200000048
"CAMPBELL'S RED & WHITE,98% FAT FREE CRM OF CELERY SOUP,COND",2.42,6.45,0.81,48,0.810000002,0.800000012
"CAMPBELL'S RED & WHITE,98% FAT FREE CRM OF CHICK SOUP,COND",2.02,8.06,1.61,56,0.810000002,0.800000012
"CAMPBELL'S RED & WHITE,BATMAN FUN SHAPES SOUP,COND",1.59,7.94,2.38,56,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND",1.59,7.94,2.38,56,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND",1.19,8.73,3.17,56,1.590000033,0.800000012
"CAMPBELL'S RED & WHITE,CHICK NOODLE SOUP,COND",1.59,6.35,2.38,48,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",1.98,9.52,3.17,63,1.590000033,0.800000012
"CAMPBELL'S RED & WHITE,DANNY PHANTOM SHAPED PASTA",1.59,7.94,3.17,56,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,DORA THE EXPLORER SOUP,COND",1.59,7.94,2.38,56,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND",1.19,13.49,3.17,79,1.590000033,1.600000024
"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND",6.45,8.06,2.42,97,1.610000014,0.800000012
"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND",1.19,4.76,1.59,36,3.170000076,0.800000012
"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND",2.82,8.06,1.61,65,0.810000002,0.800000012
"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK",1.19,8.73,2.38,56,1.590000033,0.800000012
"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL",1.98,8.73,3.17,63,0.790000021,1.600000024
"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND",2.34,21.88,7.03,141,4.690000057,3.099999905
"CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND",0.4,15.08,2.38,71,6.349999905,1.600000024
"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",1.59,6.35,3.17,56,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",0.4,9.52,1.59,56,1.590000033,1.600000024
"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND",1.59,11.11,3.17,71,1.590000033,1.600000024
"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND",0.79,13.49,3.17,71,2.380000114,2.400000095
"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND",1.98,10.32,3.17,71,0.790000021,0.800000012
"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND",1.59,18.25,0.79,87,7.940000057,0.800000012
"CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND",0.79,16.67,3.97,87,2.380000114,3.200000048
"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND",2.73,21.09,7.81,141,3.130000114,3.900000095
"CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND",4.84,10.48,1.61,89,2.420000076,3.200000048
"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",0.4,14.29,2.38,71,4.760000229,1.600000024
"CAMPBELL'S RED&WHITE,98% FAT FREE CRM OF BROCCOLI SOUP,COND",1.61,8.06,1.61,56,0.810000002,1.600000024
"CAMPBELL'S SEL GOLD LABEL SOUPS,BLNDED RED PEPP BLK BEAN SP",0.61,9.39,1.22,49,4.079999924,1.600000024
"CAMPBELL'S SEL GOLD LABEL SOUPS,CRMY PORTOBELLO MSHRM SOUP",1.63,5.71,1.22,42,0.819999993,0.800000012
"CAMPBELL'S SEL GOLD LABEL SOUPS,GOLDEN BUTTERNUT SQSH SOUP",0.61,7.35,0.82,37,3.269999981,1.200000048
"CAMPBELL'S SEL MCRWVABLE BOWLS,98% FT FR NEW ENGL CLAM CHDER",0.82,6.53,2.45,43,0.409999996,1.200000048
"CAMPBELL'S SEL MCRWVABLE BOWLS,CHICK W/ EGG NOODLES SOUP",0.61,4.9,3.27,38,0.819999993,0.800000012
"CAMPBELL'S SEL MCRWVABLE BOWLS,ITALIAN-STYLE WEDDING SOUP",1.02,6.12,2.86,45,2.039999962,0.800000012
"CAMPBELL'S SEL MCRWVABLE BOWLS,MEX STYLE CHICK TORTILLA SOUP",1.02,7.35,3.27,52,1.220000029,1.200000048
"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",0.2,6.12,2.86,38,1.220000029,0.400000006
"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",2.45,6.12,2.86,53,2.039999962,0.800000012
"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",0.2,7.76,1.63,39,2.039999962,1.600000024
"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",0.61,7.35,2.04,43,0.819999993,0.800000012
"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",0.41,8.98,3.67,54,1.629999995,0.800000012
"CAMPBELL'S SEL SOUP,CHICK & PASTA W/ RSTD GARLIC SOUP",0.41,7.35,3.27,46,0.819999993,0.800000012
"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",0.2,7.76,2.86,44,1.629999995,0.800000012
"CAMPBELL'S SEL SOUP,CREAMY CHICK ALFREDO SOUP",2.86,7.35,4.08,71,0.409999996,0.800000012
"CAMPBELL'S SEL SOUP,HEALTHY REQUEST MEX STYLE CHICK TORTILLA",1.02,8.16,3.27,55,0.819999993,1.200000048
"CAMPBELL'S SEL SOUP,ITALIAN SAUSAGE W/ PASTA PEPPERONI SOUP",2.45,7.35,2.86,63,2.039999962,1.200000048
"CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP",1.22,6.12,2.86,47,1.220000029,0.800000012
"CAMPBELL'S SEL SOUP,MEDITERRANEAN MEATBALL BOWTIE PASTA SOUP",1.43,5.71,2.86,47,1.629999995,1.200000048
"CAMPBELL'S SEL SOUP,MEXICAN STYLE CHICK TORTILLA SOUP",0.82,8.16,3.27,53,0.409999996,1.200000048
"CAMPBELL'S SEL SOUP,NEW ENGLAND CLAM CHOWDER",3.27,6.12,2.45,64,0.409999996,0.800000012
"CAMPBELL'S SEL SOUP,POTATO BROCCOLI CHS SOUP",1.63,7.35,1.22,49,0.819999993,1.600000024
"CAMPBELL'S SEL SOUP,RSTD CHICK W/ LONG GRAIN WILD RICE SOUP",0.2,7.35,2.86,43,0.819999993,0.800000012
"CAMPBELL'S SEL SOUP,RSTD CHICK W/ ROTINI & PENNE PASTA SOUP",0.2,6.53,3.27,41,0.819999993,0.800000012
"CAMPBELL'S SEL SOUP,SAVORY WHITE BEAN W/ RSTD HAM SOUP",0.41,12.24,3.67,67,1.629999995,2.900000095
"CAMPBELL'S SEL SOUP,SLOW RSTD BF & VEG SOUP",0.61,6.53,2.45,41,1.629999995,0.800000012
"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",0.41,11.84,4.08,67,2.039999962,2.0
"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",0.49,6.23,0.98,33,2.950000048,1.299999952
"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",0.49,3.28,0.98,21,0.330000013,0.699999988
"CAMPBELL'S SOUP AT HAND,CHICK W/ MINI NOODLES SOUP",0.66,3.61,1.31,26,0.660000026,0.699999988
"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",2.95,4.26,1.31,43,0.330000013,1.299999952
"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",1.31,11.15,1.31,62,7.539999962,1.299999952
"CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP",2.3,5.57,0.98,47,0.980000019,2.299999952
"CAMPBELL'S SOUP AT HAND,ITALIAN STYLE WEDDING SOUP",0.82,3.28,0.98,24,0.980000019,0.300000012
"CAMPBELL'S SOUP AT HAND,NEW ENGLAND CLAM CHOWDER",1.97,4.26,1.31,40,0.0,1.299999952
"CAMPBELL'S SOUP AT HAND,VELVETY POTATO SOUP",2.3,6.89,0.66,51,1.639999986,1.299999952
CAMPBELL'S V8 100% VEG JUC,0.0,4.12,0.82,21,3.289999962,0.800000012
"CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF CHICK SOUP,COND",6.45,8.06,2.42,97,0.810000002,1.600000024
"CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND",1.61,12.1,1.61,73,0.810000002,1.600000024
"CAMPBELL, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",0.0,7.35,0.41,33,4.079999924,0.400000006
"CAMPBELL, SPAGHETTIOS,DORA THE EXPLORERSHAPED PASTA",0.4,13.1,2.38,65,3.569999933,1.200000048
"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",1.06,42.55,4.26,197,2.130000114,1.100000024
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STEW - FULL",1.63,8.16,4.08,65,2.039999962,1.200000048
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -",5.71,7.35,4.9,102,1.220000029,1.600000024
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",0.82,8.16,2.45,49,0.819999993,1.200000048
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA",3.27,9.8,5.31,90,3.269999981,2.400000095
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,TURKEY POT PIE",3.27,8.57,4.49,82,1.629999995,1.600000024
"CAMPBELL,CAMPBELL'S CHUNKY,HEALTHY REQUEST BF BARLEY SOUP",0.82,8.57,3.67,57,1.220000029,2.0
"CAMPBELL,CAMPBELL'S RED & WHITE,BEEFY MUSHROOM SOUP,COND",1.59,4.76,2.38,40,0.790000021,0.0
"CAMPBELL,CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND",1.19,11.9,3.97,71,1.590000033,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,CHEDDAR CHS SOU",4.03,8.87,1.61,81,1.610000014,0.800000012
"CAMPBELL,CAMPBELL'S RED & WHITE,CHICK BARLEY W/",1.19,12.7,3.17,71,1.590000033,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND",5.65,7.26,1.61,89,1.610000014,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND",2.82,9.68,1.61,73,2.420000076,0.800000012
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND",4.84,7.26,0.81,73,0.810000002,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF MUSHROOM SOUP,COND",4.84,7.26,0.81,81,0.810000002,1.600000024
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",4.84,8.06,0.81,81,3.230000019,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND",4.03,6.45,1.61,73,0.0,0.800000012
"CAMPBELL,CAMPBELL'S RED & WHITE,ITALIAN STYLE W",1.98,9.52,3.17,71,1.590000033,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,LENTIL SOUP,COND",0.79,19.05,7.14,111,1.590000033,4.800000191
"CAMPBELL,CAMPBELL'S RED & WHITE,SHREK SHAPED PA",1.59,8.73,3.17,56,0.790000021,2.400000095
"CAMPBELL,CAMPBELL'S RED & WHITE,SOUPER SHAPES S",1.59,8.73,3.17,56,0.790000021,2.400000095
"CAMPBELL,CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND",1.98,7.94,2.38,56,0.790000021,0.800000012
"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",5.65,8.87,3.23,97,0.810000002,3.200000048
"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND",5.65,8.06,1.61,89,0.810000002,2.400000095
"CAMPBELL,CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND",2.82,7.26,1.61,65,0.810000002,1.600000024
"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,ITALIA",0.0,7.76,1.22,37,5.710000038,1.200000048
"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,SOUTHW",1.22,10.61,1.22,61,2.859999895,0.800000012
"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",1.02,7.76,3.27,53,1.220000029,1.200000048
"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",1.22,6.12,2.86,49,1.220000029,0.800000012
"CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB",1.22,6.94,2.04,45,1.629999995,0.800000012
"CAMPBELL,CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",1.02,5.31,2.86,41,0.409999996,0.800000012
"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CH",0.66,3.61,1.31,26,0.660000026,0.699999988
"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CL",0.0,8.85,0.98,39,4.920000076,0.699999988
"CAMPBELL,CAMPBELLS RED&WHITE,CRM OF MSHRM W/ RSTD GARLC,COND",2.02,8.87,1.61,56,0.810000002,1.600000024
"CAMPBELL,PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS",3.08,13.08,1.54,85,7.690000057,3.099999905
"CAMPBELL,PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS",2.4,10.4,1.6,72,8.0,2.400000095
"CAMPBELL,PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS",2.31,10.0,1.54,69,7.690000057,2.299999952
"CAMPBELL,PREGO PASTA,HEART SMART- TRADITIONAL S",2.31,10.0,1.54,69,7.699999809,2.299999952
"CAMPBELL,RED & WHITE,98% FAT FREE CRM OF MUSHROOM SOUP,COND",2.02,7.26,1.61,56,0.810000002,0.800000012
"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",1.74,16.6,4.25,99,5.409999847,1.899999976
"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",0.6,15.87,2.78,80,5.159999847,1.200000048
"CAMPBELL,SPAGHTETTIOS A TO Z'S W/ MEATBALLS",3.57,13.1,4.37,102,4.760000229,1.200000048
"CAMPBELL,SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",0.98,42.93,9.76,220,6.829999924,2.0
"CAMPBELL,SUPPER BAKES MEAL KITS,SOUTHWEST-STYLE CHICK W/RICE",1.23,39.51,4.94,189,4.940000057,2.5
"CAMPBELL,SUPPER BAKES MEAL KITS,TRDNL RST CHK W/ STUFFING",1.22,11.79,2.03,66,1.220000029,0.800000012
"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",1.18,36.64,5.91,181,4.730000019,2.400000095
CANDIED FRUIT,0.07,82.74,0.34,322,80.68000031,1.600000024
"CANDIES,5TH AVENUE CANDY BAR",23.98,62.68,8.78,482,47.18999863,3.099999905
"CANDIES,ALMOND JOY BITES",34.5,57.48,5.58,545,51.70999908,4.300000191
"CANDIES,ALMOND JOY CANDY BAR",26.93,59.51,4.13,479,48.34000015,5.0
"CANDIES,BUTTERSCOTCH",3.3,90.4,0.03,391,80.45999908,0.0
"CANDIES,CARAMELLO CANDY BAR",21.19,63.81,6.19,462,56.91999817,1.200000048
"CANDIES,CARAMELS",8.1,77.0,4.6,382,65.5,0.0
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",5.07,85.97,1.59,396,56.31999969,0.100000001
"CANDIES,CAROB,UNSWTND",31.36,56.29,8.15,540,34.11000061,3.799999952
"CANDIES,CHOC COVERED,CARAMEL W/NUTS",21.0,60.67,9.5,470,41.34999847,4.300000191
"CANDIES,CHOC COVERED,DIETETIC OR LO CAL",43.27,38.55,12.26,593,14.56999969,3.599999905
"CANDIES,CHOC,DK,45-59% CACAO SOL",30.64,61.81,4.88,543,47.90000153,7.0
"CANDIES,CHOC,DK,60-69% CACAO SOL",38.14,52.59,6.12,578,36.70999908,8.0
"CANDIES,CHOC,DK,70-85% CACAO SOL",42.72,45.81,7.79,599,23.98999977,10.89999962
"CANDIES,CHOC,DK,NFS",31.62,60.55,5.09,547,46.13999939,7.199999809
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",29.05,67.1,2.2,539,67.09999847,0.0
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",29.8,46.88,18.3,529,38.29999924,5.0
"CANDIES,CONFECTIONER'S COATING,YOGURT",27.0,63.94,5.87,522,62.36000061,0.0
"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",0.06,89.05,1.32,364,78.95999908,0.0
"CANDIES,DK CHOC COATD COFFEE BNS",30.0,59.95,7.5,540,42.5,7.5
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",0.02,93.18,0.0,373,88.90000153,0.0
"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",17.48,71.34,2.26,453,64.05999756,1.700000048
"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",21.11,67.36,3.24,472,0.0,2.099999905
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",10.41,76.44,2.39,411,73.12000275,1.700000048
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",18.93,67.93,4.38,461,63.36999893,2.5
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",6.59,77.75,3.78,387,73.36000061,0.699999988
"CANDIES,FUDGE,VANILLA W/ NUTS",13.69,74.61,3.0,435,71.0,0.899999976
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",5.45,82.15,1.05,383,79.76999664,0.0
"CANDIES,GUM DROPS,DIETETIC OR LO CAL (SORBITOL)",0.2,88.0,0.0,162,70.0,18.0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",0.0,98.9,0.0,396,58.97000122,0.100000001
"CANDIES,HALAVAH,PLAIN",21.52,60.49,12.49,469,0.0,4.5
"CANDIES,HARD",0.2,98.0,0.0,394,62.90000153,0.0
"CANDIES,HARD,DIETETIC OR LO CAL (SORBITOL)",0.0,93.4,0.0,375,93.0,0.0
"CANDIES,HEATH BITES",30.38,63.39,3.94,530,60.02000046,2.0
"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",37.13,46.91,11.97,570,37.13000107,4.400000095
"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",35.73,51.0,9.76,550,44.59000015,3.599999905
"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",38.46,46.15,12.82,577,38.45999908,3.799999952
"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",27.84,63.64,6.24,520,53.95999908,1.899999976
"CANDIES,JELLYBEANS",0.05,93.55,0.0,375,70.0,0.200000003
"CANDIES,KIT KAT BITES",26.41,64.55,6.5,511,49.47000122,2.200000048
"CANDIES,KIT KAT WAFER BAR",25.99,64.59,6.51,518,48.68000031,1.0
"CANDIES,KRACKEL CHOC BAR",26.58,63.96,6.62,512,52.52999878,2.200000048
"CANDIES,MARSHMALLOWS",0.2,81.3,1.8,318,57.56000137,0.100000001
"CANDIES,MASTERFOODS USA,3 MUSKETEERS BAR",12.75,77.13,2.6,428,66.88999939,1.5
"CANDIES,MASTERFOODS USA,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",28.68,55.3,6.35,471,38.99000168,9.100000381
"CANDIES,MASTERFOODS USA,COCOAVIA CHOC BAR",29.3,55.07,5.81,471,39.18999863,8.699999809
"CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS",37.07,43.82,9.51,510,26.92000008,10.39999962
"CANDIES,MASTERFOODS USA,COCOAVIA CRISPY CHOC BAR",26.23,55.08,8.21,456,34.95999908,7.800000191
"CANDIES,MASTERFOODS USA,DOVE DK CHOC",32.45,59.4,5.19,520,46.27000046,7.599999905
"CANDIES,MASTERFOODS USA,DOVE MILK CHOC",31.72,59.78,5.94,546,55.45000076,2.400000095
"CANDIES,MASTERFOODS USA,M&M'S ALMOND CHOC CANDIES",27.76,59.91,7.53,509,49.22000122,5.599999905
"CANDIES,MASTERFOODS USA,M&M'S CRISPY CHOC CANDIES",19.32,72.4,4.28,475,58.93999863,2.0
"CANDIES,MASTERFOODS USA,M&M'S MILK CHOC CANDIES",21.13,71.19,4.33,492,63.68000031,2.799999952
"CANDIES,MASTERFOODS USA,M&M'S MINIS MILK CHOC CANDIES",23.36,68.4,4.78,502,62.54000092,2.700000048
"CANDIES,MASTERFOODS USA,M&M'S PNUT BUTTER CHOC CANDIES",29.32,56.89,10.16,529,47.15000153,4.0
"CANDIES,MASTERFOODS USA,M&M'S PNUT CHOC CANDIES",26.13,60.48,9.57,515,50.75,3.700000048
"CANDIES,MASTERFOODS USA,MARS ALMOND BAR",23.0,62.7,8.1,467,52.09999847,2.0
"CANDIES,MASTERFOODS USA,MILKY WAY BAR",17.23,70.48,4.01,452,59.68999863,1.0
"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS,MILK CHOC COVERED",19.17,68.49,4.28,463,58.65000153,0.699999988
"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS. DK CHOC COVERED",20.42,67.56,3.82,458,54.08000183,2.799999952
"CANDIES,MASTERFOODS USA,MILKY WAY MIDNIGHT BAR",17.5,71.22,3.2,443,57.81000137,2.900000095
"CANDIES,MASTERFOODS USA,POP'ABLES 3 MUSKETEERS BITE SIZE",15.17,75.94,2.59,443,67.0,1.299999952
"CANDIES,MASTERFOODS USA,POP'ABLES MILKY WAY BRAND BITE SIZE",18.0,71.22,3.3,454,61.08000183,1.0
"CANDIES,MASTERFOODS USA,POP'ABLES SNICKERS BRAND BITE SIZE",24.32,61.07,7.15,480,51.68999863,2.299999952
"CANDIES,MASTERFOODS USA,SKITTLES ORIGINAL BITE SIZE CANDIES",4.37,90.78,0.19,405,75.83999634,0.0
"CANDIES,MASTERFOODS USA,SKITTLES SOURS ORIGINAL",4.0,86.94,0.18,397,73.16000366,0.0
"CANDIES,MASTERFOODS USA,SKITTLES TROPICAL BITE SIZE CANDIES",4.34,90.77,0.19,405,75.76000214,0.0
"CANDIES,MASTERFOODS USA,SKITTLES WILD BERRY BITE SIZE",4.25,90.9,0.19,405,75.91999817,0.0
"CANDIES,MASTERFOODS USA,SNICKERS ALMOND BAR",22.4,64.67,5.4,472,53.93000031,2.599999905
"CANDIES,MASTERFOODS USA,SNICKERS BAR",23.85,60.56,7.53,475,50.47000122,2.299999952
"CANDIES,MASTERFOODS USA,SNICKERS CRUNCHER",24.38,62.85,6.86,488,46.54000092,1.899999976
"CANDIES,MASTERFOODS USA,SNICKERS MUNCH BAR",36.22,43.64,15.25,536,30.87000084,4.699999809
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,FRUIT & CREME",8.36,82.43,0.41,408,57.97999954,0.0
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,ORIGINAL",8.21,82.57,0.41,408,58.11999893,0.0
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,TROPICAL",8.31,82.76,0.41,409,58.18000031,0.0
"CANDIES,MASTERFOODS USA,STARBURST SOUR FRUIT CHEWS",7.78,79.73,0.39,400,56.09999847,0.0
"CANDIES,MASTERFOODS USA,TWIX CARAMEL COOKIE BARS",24.85,64.93,4.91,502,48.25,1.100000024
"CANDIES,MASTERFOODS USA,TWIX CHOC FUDGE COOKIE BARS",33.3,56.0,7.3,550,53.0,3.0
"CANDIES,MASTERFOODS USA,TWIX PNUT BUTTER COOKIE BARS",32.67,54.15,9.18,536,36.13000107,3.099999905
"CANDIES,MILK CHOC",29.66,59.4,7.65,535,51.5,3.400000095
"CANDIES,MILK CHOC COATD COFFEE BNS",33.18,55.25,7.41,549,50.75,5.699999809
"CANDIES,MILK CHOC COATD PNUTS",33.5,49.7,13.1,519,37.59000015,4.699999809
"CANDIES,MILK CHOC COATD RAISINS",14.8,68.4,4.1,390,62.22000122,3.099999905
"CANDIES,MILK CHOC,W/ALMONDS",34.4,53.4,9.0,526,43.90000153,6.199999809
"CANDIES,MILK CHOC,W/RICE CRL",29.37,59.67,7.64,511,51.06000137,3.299999952
"CANDIES,MOUNDS CANDY BAR",26.6,58.59,4.6,486,46.18999863,3.700000048
"CANDIES,MR. GOODBAR CHOC BAR",33.21,54.34,10.22,538,47.22000122,3.799999952
"CANDIES,NESTLE,100 GRAND BAR",19.33,70.97,2.5,468,51.90000153,1.0
"CANDIES,NESTLE,AFTER EIGHT MINTS",11.9,76.2,1.67,404,66.59999847,2.400000095
"CANDIES,NESTLE,BABY RUTH BAR",21.6,64.8,5.4,459,54.0,2.0
"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",7.5,80.0,2.0,375,48.0,0.200000003
"CANDIES,NESTLE,BUTTERFINGER BAR",18.9,72.9,5.4,459,45.90000153,2.0
"CANDIES,NESTLE,CHUNKY BAR",27.5,60.0,7.5,475,52.5,2.5
